id,page_slug,locale,section_key,content_type,content_value,updated_by,created_at,updated_at
3b7611df-7997-4b67-85d2-f27266d8dffc,advanced,nl,course_overview,text,"De PADI Advanced Open Water-cursus verbetert je onderwatervaardigheden door middel van praktijkduiken. Inclusief Deep, Navigation, Peak Performance Buoyancy en twee keuzevakken zoals Night of Wreck diving.",seed-script,2026-03-19 10:59:35.022677+00,2026-03-28 14:24:15.888987+00
3b7d8f9b-47ab-4a5c-b158-9f82e28f9c8f,home,nl,course_discover_scuba_deluxe_max_depth,text,12m,contact@prodiving.asia,2026-03-12 10:57:14.010608+00,2026-03-14 18:50:05.442579+00
3b862557-d640-41d6-ad87-38412ebb91d3,accommodation,en,chooseBooking,text,Choose your accommodation option,,2026-03-27 11:51:48.105016+00,2026-03-28 20:55:30.812602+00
3c138d37-2050-4e15-b5c8-33f43d2ef515,instructor,nl,sidebar_badge,text,Pro Niveau,,2026-03-28 13:19:45.973231+00,2026-03-28 13:19:45.973231+00
3c2b947d-2aea-43a6-aa3c-d85e7687b082,home,en,courses_section_subtitle,textarea,Choose from beginner experiences to professional dive training on Koh Tao.,contact@prodiving.asia,2026-03-12 10:01:50.741687+00,2026-03-16 18:01:39.262481+00
3c2d4428-6df1-4321-a0b7-0b480cde42da,weather-koh-tao,en,climate_list,text,"Dry season: February to October, warm and sunny
Rainy season: November to January, short but heavy showers
Average temperature: 28-32C
Sea temperature: 27-30C",,2026-03-28 13:46:34.702478+00,2026-03-28 13:46:34.702478+00
3c368335-cb4a-44ce-8648-74a35c8fbae2,south-west-pinnacle,nl,images,text,https://www.divinginasia.com/images/photo-1682686580849-3e7f67df4015.avif,,2026-03-27 16:24:21.72643+00,2026-03-28 12:47:09.516174+00
3cd94a29-0326-4ad9-a4f3-772558b75a65,south-west-pinnacle,en,diving_tips,text,Best suited for advanced divers with deep and drift experience Use delayed SMB and stay with the group during ascent Plan gas carefully due to depth and current exposure Listen closely to briefing because entry and pickup can vary by conditions,,2026-03-27 13:40:10.789117+00,2026-03-31 17:55:41.76794+00
3d318b4e-85c4-45b4-9ab2-08b4b153e999,marine-life-page,nl,hero_title,text,Marien leven van Koh Tao,seed-script,2026-03-28 14:15:08.842017+00,2026-03-28 14:15:08.842017+00
3d3b6201-179e-4476-8f25-e5cc1d8e7ab0,viewpoints-koh-tao,en,hiking_tips_title,text,Hiking tips,,2026-03-28 13:42:12.192138+00,2026-03-28 13:46:35.031208+00
3d572a4d-dfa6-4427-b017-38da49167dbd,things-to-do,en,ideas_title,text,Need more ideas?,,2026-03-28 13:31:13.441375+00,2026-03-28 13:31:13.441375+00
3d6d1e4d-b44c-477b-a773-0fa33dff7ee3,instructor,nl,section_inclusions_title,text,Inbegrepen,,2026-03-28 13:19:45.973231+00,2026-03-28 13:19:45.973231+00
3d767dd0-eeaa-4551-bdb2-8f65ff806fec,home,nl,course_divemaster_price_usd,text,1190,contact@prodiving.asia,2026-03-12 10:57:14.010608+00,2026-03-14 18:50:05.442579+00
3d9dfe06-aa39-4b0c-8ac2-947af6c96793,accommodation,nl,whyStayTitle,text,Waarom bij ons verblijven?,,2026-03-27 11:51:48.105016+00,2026-03-28 20:56:02.462461+00
3dae53cb-2e03-4d6a-aa8a-b09cf08feae4,koh-tao-dive-sites,nl,overview_title,text,Beste duiklocaties op Koh Tao,seed-script,2026-03-28 14:03:22.715903+00,2026-03-28 14:03:22.715903+00
3e0cd172-d7b4-4b72-b5c8-494fea80f57b,home,nl,courses_section_subtitle,textarea,Kies voor beginner cursussen tot professioneel duik training op Koh Tao.,contact@prodiving.asia,2026-03-12 10:57:14.010608+00,2026-03-14 18:50:05.442579+00
3e232b74-b812-439a-80de-00cce12c9620,htms-sattakut,nl,quick_facts_difficulty,text,Gevorderd,,2026-03-27 13:40:10.789117+00,2026-03-28 12:47:09.516174+00
3e472400-ec8b-4735-a44d-3740cb3a6262,medical-services,en,insurance,text,"Comprehensive travel insurance is strongly recommended. Bring essential prescription medication yourself, as availability may be limited.",,2026-03-28 13:46:34.702478+00,2026-03-28 13:46:34.702478+00
3e689698-1cc4-4a4d-9875-865d58675eea,koh-tao-dive-sites,en,overview_title,text,Best dive sites around Koh Tao,seed-script,2026-03-28 14:03:22.715903+00,2026-03-28 14:03:22.715903+00
3e6a069a-c8a1-4585-b301-20649dc9345e,accommodation,en,chooseBookingBody,text,Choose Book Our Accommodation to fill your room details below.,,2026-03-27 11:51:48.105016+00,2026-03-28 20:55:30.812602+00
3ed7303f-fad2-422c-a6e1-c28de2607589,twins-pinnacle,nl,quick_facts_difficulty,text,Beginner tot Gemiddeld,,2026-03-27 13:40:10.789117+00,2026-03-28 12:47:09.516174+00
3ef1aab7-d3f3-47b9-bf3f-855ebfef1572,nudibranchs,en,photography_tips,text,"Use macro lenses (30-60mm) to fill the frame with detail
Manual focus is essential for sharpness on tiny subjects
Use a focus light to reveal detail clearly
Shoot close-ups of gills, rhinophores, and texture
Be patient and wait for a clean position
Good lighting brings out color and pattern beautifully",seed-script,2026-03-28 14:15:08.09076+00,2026-03-28 14:15:08.09076+00
3ef8e382-6f34-44bb-8733-22896d580e6a,admin-finance,en,default_deposit_amount,text,3,,2026-03-28 18:33:20.274249+00,2026-04-11 03:41:00.84257+00
40121e90-043c-409e-9b2c-34f05d18aede,home,nl,gallery_headline,text,Kijk naar onze foto’s van gelukkige studenten.,contact@prodiving.asia,2026-03-12 10:57:14.010608+00,2026-03-14 18:50:05.442579+00
407592e0-8f1d-4fb8-8965-361e1c7bc4f1,home,nl,course_discover_scuba_deluxe_price_eur,text,132,contact@prodiving.asia,2026-03-12 10:57:14.010608+00,2026-03-14 18:50:05.442579+00
40bf86b2-9446-483e-9f03-3b10bd0806ec,divemaster,nl,price_thb,text,41000,contact@prodiving.asia,2026-03-12 15:13:41.90407+00,2026-03-28 13:24:35.370944+00
40e3df47-b9c1-45b0-8f08-a1b450b6f0e1,hawksbill-sea-turtle,nl,best_time,text,Hele jaar,seed-script,2026-03-28 14:15:08.526272+00,2026-03-28 14:15:08.526272+00
41285609-d1f4-4521-934e-0c51e6ed3b83,sail-rock,nl,quick_facts_best_time,text,"Hele jaar, beste periode in droogseizoen (december-mei)",,2026-03-27 13:40:10.789117+00,2026-03-28 12:47:09.516174+00
41b760b0-9258-4d88-9238-608ff3cd81bd,advanced,en,faq_1_answer,text,No exam required! The Advanced course is all about experience and practice.,seed-script,2026-03-28 14:22:36.581793+00,2026-03-28 14:24:15.888987+00
420ebf12-491d-43ae-b9ff-a3881cbdc32a,instructor,nl,faq_3_q,text,Kan ik na de IDC doorgaan met professionele training?,,2026-03-28 13:19:45.973231+00,2026-03-28 13:19:45.973231+00
42596e12-cef7-419b-af18-aba46f28e3c8,how-to-get-here,en,tip,text,Tip: book ferry tickets early during high season. Most ferries arrive at Mae Haad Pier.,,2026-03-28 13:42:12.192138+00,2026-03-28 13:42:12.192138+00
42768b52-4452-4ded-9588-4a16a85c3660,contact,nl,section_subtitle,textarea,Ready to explore the underwater world? Contact Bas to book your diving adventure on Koh Tao.,contact@prodiving.asia,2026-03-12 10:14:37.06477+00,2026-03-14 18:57:12.645596+00
428c5efd-5a59-49d1-907e-ec9992df007c,accommodation,en,continueBooking,text,Continue to booking form,,2026-03-27 11:51:48.105016+00,2026-03-28 20:55:30.812602+00
42d42e5b-8cb3-4b5a-84bb-1a8082d50a5f,msdt-program,en,enroll_cta,text,Enquire / Book Now,,2026-03-28 13:22:02.219507+00,2026-03-28 13:22:02.219507+00
42f2d8c3-ab77-41c7-bc43-af8c7b772836,blacktip-reef-shark,en,photography_tips,text,"Approach slowly and calmly
Shoot from below for powerful fin silhouettes
Make sure the black fin tips are clearly visible
Use ambient light for natural colors
Be patient and let the shark come to you
Capture both swimming and resting behavior",seed-script,2026-03-28 14:15:08.526272+00,2026-03-28 14:15:08.526272+00
43f90542-8de7-43cc-adce-5d5ca40ec6ab,instructor,nl,hero_subtitle,text,Train om PADI-instructeur te worden en duikers wereldwijd op te leiden. De Instructor Development Course (IDC) bereidt je voor om cursussen te leiden en cursisten te certificeren.,,2026-03-28 13:19:45.973231+00,2026-03-28 13:19:45.973231+00
4413d7ef-1092-4c04-9f63-847ffa3a431e,home,nl,about_sites_line,textarea,CHUMPHON PINNACLE- SOUTHWEST PINNACLE - WHITE ROCK - TWINS - GREEN ROCK - SAIL ROCK - en meer.,contact@prodiving.asia,2026-03-12 10:57:14.010608+00,2026-03-14 18:50:05.442579+00
44319f1d-0953-448b-9e5c-c43b4ad31cf3,koh-tao-dive-sites,nl,stat3_title,text,Kunstmatige riffen,seed-script,2026-03-28 14:03:22.715903+00,2026-03-28 14:03:22.715903+00
446e54a5-f0cc-4da5-a764-f4cc6a8810ec,home,en,gallery_headline,text,Check out the photography of our happy customers.,contact@prodiving.asia,2026-03-12 13:33:29.379002+00,2026-03-16 18:01:39.262481+00
44a2a0ab-ae4c-49cb-a3dd-ab1c3e155ec7,medical-services,nl,title,text,Medische zorg op Koh Tao,,2026-03-28 13:46:34.702478+00,2026-03-28 14:56:21.792803+00
44deb547-90fe-4a40-93d1-ae50922eb860,home,en,course_advanced_title,text,Advanced Open Water,contact@prodiving.asia,2026-03-12 10:01:50.741687+00,2026-03-16 18:01:39.262481+00
452b313c-c429-473d-9064-ab384798fea3,south-west-pinnacle,en,quick_facts_difficulty,text,Advanced,,2026-03-27 13:40:10.789117+00,2026-03-31 17:55:41.76794+00
45832a6f-7cd1-4135-8e99-1dec3c689b10,koh-tao-dive-sites,nl,stat1_text,text,Van ondiepe baaien tot diepe pinnacles,seed-script,2026-03-28 14:03:22.715903+00,2026-03-28 14:03:22.715903+00
45b15d15-a0c5-40d7-b4af-cec1d81009c0,chumphon-pinnacle,nl,quick_facts_difficulty,text,Gevorderd,,2026-03-27 13:40:10.789117+00,2026-03-28 21:03:37.497664+00
45b8886e-fd77-4d62-bb20-8a58e8d17b9d,home,nl,course_discover_scuba_description,textarea,No certification required. The perfect first step to experience scuba diving safely.,contact@prodiving.asia,2026-03-12 10:57:14.010608+00,2026-03-14 18:50:05.442579+00
463ac779-2e9c-4a75-8727-50e8669b38cf,viewpoints-koh-tao,en,cta_hiking_activities,text,Hiking & activities,,2026-03-28 13:42:12.192138+00,2026-03-28 13:46:35.031208+00
466ef95b-c886-48e1-9302-d86089f27bfe,nudibranchs,en,frequency,text,Common in suitable habitat with patient observation,seed-script,2026-03-28 14:15:08.09076+00,2026-03-28 14:15:08.09076+00
469d379a-e906-43f5-9679-a8de9ed320a4,fun-diving,nl,fun_diving_flexible_title,text,Flexible Schedule,,2026-03-19 11:41:03.125014+00,2026-03-30 11:23:47.936366+00
46fbce53-0c70-406a-ba64-062bc0a0fefe,home,en,course_divemaster_description,textarea,Start your professional dive career and train to lead certified divers underwater.,contact@prodiving.asia,2026-03-12 10:01:50.741687+00,2026-03-16 18:01:39.262481+00
47bd1a15-43d9-402d-8b71-440c8d22e400,fun-diving,en,fun_diving_world_class_body,text,"Beneath the turquoise water surrounding Koh Tao lies a world of colorful coral reefs, teeming marine life from macro creatures to turtles and if you're lucky, the majestic whale shark. With over 25 captivating dive sites, there's boundless diversity to explore.",,2026-03-27 12:57:03.657442+00,2026-03-27 12:57:03.657442+00
47c6dccd-0a4d-4bc1-98e9-4d1c929ed369,accommodation,nl,accommodationType,text,Accommodatietype,,2026-03-27 11:51:48.105016+00,2026-03-28 20:56:02.462461+00
47da24d8-3ad8-4c9d-8a26-2bf335c8a265,green-sea-turtle,en,behavior,text,Spends most of its time grazing on seagrass beds and migrates long distances to nest. Juveniles make a dangerous journey from beach to sea.,seed-script,2026-03-28 14:15:08.09076+00,2026-03-28 14:15:08.09076+00
485dda76-6c11-4752-b5ca-18d3408bffd2,home,en,course_rescue_max_depth,text,30m,contact@prodiving.asia,2026-03-12 10:01:50.741687+00,2026-03-16 18:01:39.262481+00
48d334d3-c1b7-4a27-9c1f-d880e16bb4ed,koh-tao-dive-sites,en,stat1_title,text,25+ sites,seed-script,2026-03-28 14:03:22.715903+00,2026-03-28 14:03:22.715903+00
48e0ccaf-5a13-4599-ac4e-40f95b7936ad,marine-life-page,en,label_more,text,More info,seed-script,2026-03-28 14:15:08.526272+00,2026-03-28 14:15:08.526272+00
49490690-c59b-4592-811a-72edf6efc606,marine-life-page,en,pelagic_species,text,"Whale shark|The largest fish in the world. These gentle giants are regularly spotted in deeper waters around Koh Tao, especially during plankton blooms.|Up to 12m|Deep offshore water|Year-round, peak Nov-Mar|/marine-life/whaleshark
Great barracuda|Impressive predators that hunt in schools around offshore pinnacles at speeds up to 40 km/h.|Up to 2m|Deep pinnacles|Year-round|/marine-life/great-barracuda
Manta rays|Elegant plankton feeders that perform spectacular looping movements while feeding.|Wingspan up to 7m|Deep water|Nov-Mar|
Malabar grouper|Large predatory grouper living in deeper water, known for ambush hunting.|Up to 2.3m, 100kg|Deep reefs and pinnacles|Year-round|/marine-life/malabar-grouper",seed-script,2026-03-28 14:15:08.842017+00,2026-03-28 14:15:08.842017+00
4a09b2d6-03c9-47ce-9cb7-729fec98b0d4,discover-scuba,en,section_1_title,text,How it works,seed-script,2026-03-28 14:22:37.204447+00,2026-03-28 16:44:59.316524+00
4a2e5cd9-6c68-4bfe-8974-fd26cfc4d6e8,how-to-get-here,en,options_title,text,Travel options,,2026-03-28 13:42:12.192138+00,2026-03-28 13:42:12.192138+00
4a2e8eae-3fc4-4e43-afe3-c4e28c3d1bdc,south-west-pinnacle,en,quick_facts_depth,text,15-35m,,2026-03-27 13:40:10.789117+00,2026-03-31 17:55:41.76794+00
4a53dfcd-bec6-4875-b3d7-2b30c46c0fef,dive-sites/chumphon-pinnacle,nl,quick_facts_location,text,30 minuten uit de kust,,2026-03-28 20:47:21.080002+00,2026-03-28 20:47:21.080002+00
4a558bdc-6145-4e54-a949-9040b5f748f8,fun-diving,nl,fun_diving_marine_life_body,text,"From massive whale sharks and graceful sea turtles to colorful reef fish and fascinating macro life, Koh Tao's waters host an incredible variety of marine species. Every dive brings new discoveries and unforgettable encounters.",,2026-03-19 11:41:01.371023+00,2026-03-30 11:23:47.936366+00
4a5fc776-53c4-4600-aed2-0652c593936f,fun-diving,nl,fun_diving_ready_cta2,text,Explore Dive Sites,,2026-03-28 13:10:40.754266+00,2026-03-30 11:23:47.936366+00
4ab338dd-6bec-4a90-be61-d725d26ae27e,instructor,en,section_overview_body,text,"The Instructor pathway trains experienced divers to teach and certify new divers. The IDC includes teaching presentations, student evaluations and practical teaching experience with support from experienced staff instructors.",,2026-03-28 13:19:45.973231+00,2026-03-28 13:19:45.973231+00
4ab8f713-2e0f-4f9a-a37f-261175282d4e,contact,en,form_submit_label,text,Send Message,contact@prodiving.asia,2026-03-12 14:31:13.936296+00,2026-04-06 04:40:49.337206+00
4b8471b5-ef77-4b1e-9963-e552778f6045,koh-tao-dive-sites,en,booking_text,text,Ready to explore Koh Tao’s amazing dive sites? Our experienced guides take you to the best spots for your level and interests.,seed-script,2026-03-28 14:03:22.715903+00,2026-03-28 14:03:22.715903+00
4c644169-7cd2-4ca6-af22-4bfa30707a4a,scuba-review,nl,price_thb,text,2510,,2026-03-28 13:10:40.754266+00,2026-03-28 13:10:40.754266+00
4d4cde9d-a07d-4cb0-84e6-9c7e62f99273,home,en,course_open_water_price_eur,text,290,contact@prodiving.asia,2026-03-12 13:33:29.379002+00,2026-03-16 18:01:39.262481+00
4d611d27-7f32-4b9d-bee6-cd44b388c4a5,contact,en,location_line_2,text,"Surat Thani 84360, Thailand",contact@prodiving.asia,2026-03-12 14:31:13.936296+00,2026-04-06 04:40:49.337206+00
4e37dfd3-548f-4830-b51c-2f4800618ded,rescue,nl,duration,text,3 dagen,seed-script,2026-03-14 11:19:45.578131+00,2026-03-28 14:24:16.617176+00
4e5c6378-4c9b-4a3d-9677-ff3f547c5d5c,instructor,en,faq_4_q,text,Why choose Koh Tao for an IDC?,,2026-03-28 13:19:45.973231+00,2026-03-28 13:19:45.973231+00
4e8e0ddd-5c94-4c59-965c-bde1fa32c3b0,divemaster,en,price_eur,text,1090,contact@prodiving.asia,2026-03-10 05:43:53.838953+00,2026-04-05 06:22:38.909171+00
4f7902a8-218b-4b19-ab54-6aaa0785f8f9,dive-sites/sail-rock,en,marine_life_highlights,text,marine,,2026-03-20 09:07:19.116003+00,2026-03-28 20:54:03.477122+00
4fbb55e4-451f-43cd-8077-79568964a274,instructor,nl,faq_2_a,text,Ja. Na afronding van de IDC en het behalen van het Instructor Examination (IE) ontvang je de PADI Open Water Scuba Instructor-certificering en kun je professioneel lesgeven.,,2026-03-28 13:19:45.973231+00,2026-03-28 13:19:45.973231+00
4fc52284-fa3c-4d9d-b6f2-784a1eaf5492,scuba-diver,nl,section_3_title,text,Waarom kiezen voor Scuba Diver?,seed-script,2026-03-28 14:22:37.204447+00,2026-03-28 14:24:16.326594+00
4ff24bae-97f4-42fb-96db-148d93068ade,scuba-review,nl,price_usd,text,72,,2026-03-28 13:10:40.754266+00,2026-03-28 13:10:40.754266+00
50577f6f-e20f-4b0e-8fd3-694db0efd0ab,contact,en,form_first_name_label,text,First Name,contact@prodiving.asia,2026-03-12 14:31:13.936296+00,2026-04-06 04:40:49.337206+00
506185e6-5339-4db9-b469-786b6429a579,things-to-do,nl,cta_viewpoints,text,Uitzichtpunten,,2026-03-28 13:31:13.441375+00,2026-03-28 13:31:13.441375+00
50900f89-fee3-41ad-9198-8add97d3df89,advanced,nl,hero_subtitle,text,"Breid je vaardigheden uit met vijf Adventure Dives, waaronder diepduiken en navigatie. Perfect voor het verkennen van diepere duiklocaties.",seed-script,2026-03-28 14:22:36.581793+00,2026-03-28 14:24:15.888987+00
509fad39-2aa5-4e0c-b555-8558e5a4c88d,dive-sites/chumphon-pinnacle,en,what_you_can_see,text,Whalesharks Trevally Schools Eagle Rays Chevron Barracuda,,2026-03-28 20:43:16.430069+00,2026-03-28 20:54:03.477122+00
50ab3aa8-b43e-4a61-b223-441ed64c03d7,shark-island,nl,quick_facts_best_time,text,"Hele jaar, uitstekend in droogseizoen",,2026-03-27 13:40:10.789117+00,2026-03-28 12:47:09.516174+00
51920226-be02-402c-97e0-0ccd59abce7b,food-drink,nl,tip,text,Tip: kraanwater is niet drinkbaar - koop flessenwater of vul bij waterpunten.,,2026-03-28 13:42:12.192138+00,2026-03-28 13:42:12.192138+00
51e45cd7-93f7-4b00-82d2-39834acdb24e,dive-sites/sail-rock,nl,diving_tips,text,get upearly,,2026-03-20 09:07:19.116003+00,2026-03-27 13:20:53.920935+00
51ea82b2-031a-492c-92e2-4b28eb5d88f8,twins-pinnacle,en,quick_facts_best_time,text,"Year-round, best November-May",,2026-03-27 13:40:10.789117+00,2026-03-28 12:47:09.516174+00
51eb2417-bf3f-4f6f-a5f0-5eb470460a3d,marine-life-page,en,cta_courses,text,View courses,seed-script,2026-03-28 14:15:08.842017+00,2026-03-28 14:15:08.842017+00
52232a8d-29c2-40ee-8208-a331c1dd3158,viewpoints-koh-tao,en,subtitle,text,Breathtaking panoramas and unforgettable photo moments.,,2026-03-28 13:42:12.192138+00,2026-03-28 13:46:35.031208+00
52586636-16e5-49a1-b63c-7b884255c108,sail-rock,nl,overview,text,"Dé top-diepduiklocatie van Koh Tao met grote visscholen, walvishaaien en reuzenbarracuda's. Sail Rock wordt algemeen beschouwd als de beste duiksite in de Golf van Thailand. Deze imposante granieten rotspiek ligt op ongeveer 40 minuten varen van Koh Tao en stijgt op vanuit diepblauw water tot circa 18 meter onder het oppervlak. De site is beroemd om de 'Chimney': een verticale doorgang die een natuurlijke stroming creëert en grote pelagische vissen aantrekt. Walvishaaien worden hier regelmatig gezien, samen met enorme scholen snappers, fusiliers en chevron-barracuda's. Ook adelaarsroggen en zeilvissen verschijnen hier vaak, wat het een spectaculaire diepduikervaring maakt.",,2026-03-27 13:40:10.789117+00,2026-03-28 12:47:09.516174+00
528ae0fe-d9cd-4f83-b843-67cd97d38782,chumphon-pinnacle,en,diving_tips,text,Advanced certification recommended due to depth and current Early morning departures maximize wildlife sightings Wide-angle photography lens recommended for large subjects Stay with your dive guide in moderate currents Perfect for deep diving specialty courses Whalesharks are most active during incoming tides Bring a good quality underwater camera,,2026-03-27 13:40:10.789117+00,2026-04-09 11:24:36.795351+00
52d661f8-8c90-45ed-bd21-c9512355b39d,shark-island,en,overview,text,"Shark Island is located on Koh Tao's south coast and is renowned for its spectacular coral formations and marine biodiversity. The site features beautiful soft purple tree corals, vibrant gorgonians including sea fans and dynamic sea whips that sway gracefully in the current. Black-tip reef sharks are commonly sighted cruising the reef, giving the site its name. The underwater landscape includes coral-encrusted boulders and sandy patches, creating diverse habitats for marine life. This site is particularly popular with underwater photographers due to its colorful subjects and excellent visibility.",,2026-03-27 13:40:10.789117+00,2026-03-31 17:53:58.616512+00
533626db-0cc2-475f-aa77-3d5a9d7aa381,open-water,nl,duration,text,3-4 days,contact@prodiving.asia,2026-03-12 14:50:04.862246+00,2026-03-19 09:07:24.603478+00
5376625b-6f7c-4c1f-b72d-63b5c8f4edc9,nudibranchs,nl,behavior,text,Langzame grazers die vaak gespecialiseerd voedsel eten; sommige tonen waarschuwingskleuren vanwege giftigheid; hermafrodiet.,seed-script,2026-03-28 14:15:08.09076+00,2026-03-28 14:15:08.09076+00
5379e386-e23b-497a-8d3c-484a77d6950a,home,nl,course_open_water_max_depth,text,18m,contact@prodiving.asia,2026-03-12 10:57:14.010608+00,2026-03-14 18:50:05.442579+00
539752c6-5728-435a-b792-3d04ac985f42,specialty/night-diver,nl,duration,text,2 days,,2026-03-28 13:10:40.754266+00,2026-03-28 13:10:40.754266+00
544520af-2e24-42ef-a1ae-c8a86001bd79,instructor,en,hero_title,text,PADI Open Water Scuba Instructor,,2026-03-28 13:19:45.973231+00,2026-03-28 13:19:45.973231+00
548fe8a7-815b-4ebb-bf3b-ff867121f9a5,instructor,en,sidebar_badge,text,Pro Level,,2026-03-28 13:19:45.973231+00,2026-03-28 13:19:45.973231+00
54d53058-35e8-4b28-abc9-2f25ec73b06d,home,en,course_advanced_price,text,"฿9,500",contact@prodiving.asia,2026-03-12 10:01:50.741687+00,2026-03-16 18:01:39.262481+00
54f57b9c-27aa-47b9-9319-2925812cdfa9,discover-scuba,en,hero_title,text,Discover Scuba Diving (DSD),seed-script,2026-03-27 10:52:08.104218+00,2026-03-28 16:44:59.316524+00
555f3d22-4341-4e10-8f41-f71dc43ae789,divemaster,en,price_usd,text,1190,contact@prodiving.asia,2026-03-10 05:43:53.838953+00,2026-04-05 06:22:38.909171+00
559ddef4-1905-49d2-91d0-a1e5c5ac806d,twins-pinnacle,nl,images,text,https://www.divinginasia.com/images/twins-header.png,,2026-03-27 16:24:21.72643+00,2026-03-28 12:47:09.516174+00
55ac80b6-039b-49ce-85fa-015d6cddd006,htms-sattakut,en,what_you_can_see,text,Wreck Exploration Marine Life Swim-throughs Historical Significance,,2026-03-27 13:40:10.789117+00,2026-03-28 20:54:03.477122+00
55bfc953-b9a5-445f-ac38-f22a0401584a,medical-services,en,care_title,text,Care & emergencies,,2026-03-28 13:46:34.702478+00,2026-03-28 13:46:34.702478+00
5694c7b8-d8c2-4747-bae6-9c8f32699063,instructor,en,section_inclusions_items,text,"IDC materials and PADI registration
Practical teaching sessions and mentoring
Exam preparation and exam fees (where applicable)",,2026-03-28 13:19:45.973231+00,2026-03-28 13:19:45.973231+00
56a9b18d-1fa6-450e-9055-c5ced5bba88f,instructor,nl,faq_1_a,text,"Neem contact met ons op voor cursusdata, planning en het aanmeldproces. We begeleiden je stap voor stap van vereisten tot inschrijving.",,2026-03-28 13:19:45.973231+00,2026-03-28 13:19:45.973231+00
56d2830d-0038-4258-a450-c4ce4d527729,green-sea-turtle,en,habitat,text,"Shallow coastal waters, seagrass beds, coral reefs",seed-script,2026-03-28 14:15:08.09076+00,2026-03-28 14:15:08.09076+00
574701a8-726c-4a7e-b53d-bb4b695a6f52,japanese-gardens,nl,quick_facts_difficulty,text,Beginner tot Gemiddeld,,2026-03-27 13:40:10.789117+00,2026-03-28 12:47:09.516174+00
57859014-b94f-4f54-828d-28045d1b6629,weather,nl,intro,textarea,yesy Koh Tao has a tropical climate with two main seasons. The best diving conditions are typically from March to September.,contact@prodiving.asia,2026-03-12 18:28:13.575925+00,2026-03-27 10:07:14.810098+00
57ecb474-ffae-41eb-bf3e-28a71bf156e5,accommodation,en,ctaButton,text,Stay with us at our resort accommodation,,2026-03-27 11:51:48.105016+00,2026-03-28 20:55:30.812602+00
5808367f-6f58-4e24-95e0-e83566e03152,home,nl,course_discover_scuba_deluxe_price,text,"฿5,000",contact@prodiving.asia,2026-03-12 10:57:14.010608+00,2026-03-14 18:50:05.442579+00
5866c920-2ede-459d-bd61-e85767335958,food-drink,en,highlights_list,text,"Wide range of Thai and international restaurants
Fresh seafood available at many beachfront spots
Street food stalls for quick and affordable meals
Many vegetarian and vegan options
Beach bars and cafes for sunset drinks",,2026-03-28 13:42:12.192138+00,2026-03-28 13:42:12.192138+00
5874780a-d21a-4cde-b311-1cc3ddfe4e11,marine-life-page,en,label_size,text,Size,seed-script,2026-03-28 14:15:08.526272+00,2026-03-28 14:15:08.526272+00
5889bbe5-cac8-49b6-b899-af5bd51064ce,home,nl,course_open_water_title,text,PADI Open Water Duiker Cursus,contact@prodiving.asia,2026-03-12 10:57:14.010608+00,2026-03-14 18:50:05.442579+00
591a76bc-f92f-4f50-a0d1-dd8aef039bb3,msdt-program,nl,overview_title,text,Programmaoverzicht,,2026-03-28 13:22:02.219507+00,2026-03-28 13:22:02.219507+00
59b0d87e-a6cb-4d9a-836a-582fd9a058d1,accommodation,nl,close,text,Sluiten,,2026-03-27 11:51:48.105016+00,2026-03-28 20:56:02.462461+00
5a49d6e4-731d-450b-aaff-8037ec2c4f00,rescue,nl,hero_subtitle,text,Ontwikkel de vaardigheden en het vertrouwen om duiknoodsituaties te beheersen en anderen te helpen. De Rescue Diver-cursus is een belangrijke stap voor serieuze duikers.,seed-script,2026-03-14 11:19:45.578131+00,2026-03-28 14:24:16.617176+00
5a6b37f3-b01c-43ed-82cd-eae127c88bd4,home,en,course_advanced_max_depth,text,30m,contact@prodiving.asia,2026-03-12 10:01:50.741687+00,2026-03-16 18:01:39.262481+00
5ae98585-333f-4311-adeb-b1dd49ee6726,home,nl,course_rescue_price_usd,text,290,contact@prodiving.asia,2026-03-12 10:57:14.010608+00,2026-03-14 18:50:05.442579+00
5bad5f86-7eda-44f6-954c-082bfe4ebb25,koh-tao-dive-sites,nl,overview_text,text,"Koh Tao heeft meer dan 25 uitstekende duiklocaties met gevarieerde topografie en een overvloed aan zeeleven. Elke plek is uniek en biedt duikers van elk niveau iets anders, met genoeg variatie om ook ervaren duikers wekenlang te boeien.",seed-script,2026-03-28 14:03:22.715903+00,2026-03-28 14:03:22.715903+00
5bf7f916-aca7-43f2-a7f7-219651e59804,Diving tips,nl,divig-tips,text,tip1,,2026-03-28 13:10:40.754266+00,2026-03-28 13:10:40.754266+00
5c082150-491d-4b6e-bae3-3129e8b2bff4,things-to-do,nl,ideas_title,text,Meer ideeen nodig?,,2026-03-28 13:31:13.441375+00,2026-03-28 13:31:13.441375+00
5c2f8c5b-298a-4fef-989b-8ae6b18340e3,viewpoints-koh-tao,nl,title,text,"Uitzichtpunten op Koh Tao ",,2026-03-28 13:42:12.192138+00,2026-03-28 13:50:12.131579+00
5c3d5f58-3297-430c-b90b-de5172cb93e0,main,nl,contact,text,Your contact info here,,2026-03-28 13:10:40.754266+00,2026-03-28 13:10:40.754266+00
5c713fe5-25dc-4f28-bd6a-542ff9c58c5f,contact,en,form_email_label,text,Email,contact@prodiving.asia,2026-03-12 14:31:13.936296+00,2026-04-06 04:40:49.337206+00
